Entity,Code,Date,Total confirmed cases ,,,,,
Burundi,BDI,25-Apr-20,12,,,,,
Burundi,BDI,26-Apr-20,15,,,,,
Burundi,BDI,27-Apr-20,15,,,,,
Burundi,BDI,28-Apr-20,15,,,,,
Burundi,BDI,29-Apr-20,15,,,,,
Cambodia,KHM,28-Jan-20,1,,,,,
Cambodia,KHM,29-Jan-20,1,,,,,
Cambodia,KHM,30-Jan-20,1,,,,,
Cambodia,KHM,31-Jan-20,1,,,,,
Cambodia,KHM,1-Feb-20,1,,,,,
Cambodia,KHM,2-Feb-20,1,,,,,
Cambodia,KHM,3-Feb-20,1,,,,,
Cambodia,KHM,4-Feb-20,1,,,,,
Cambodia,KHM,5-Feb-20,1,,,,,
Cambodia,KHM,6-Feb-20,1,,,,,
Cambodia,KHM,7-Feb-20,1,,,,,
Cambodia,KHM,8-Feb-20,1,,,,,
Cambodia,KHM,9-Feb-20,1,,,,,
Cambodia,KHM,10-Feb-20,1,,,,,
Cambodia,KHM,11-Feb-20,1,,,,,
Cambodia,KHM,12-Feb-20,1,,,,,
Cambodia,KHM,13-Feb-20,1,,,,,
Cambodia,KHM,14-Feb-20,1,,,,,
Cambodia,KHM,15-Feb-20,1,,,,,
Cambodia,KHM,16-Feb-20,1,,,,,
Cambodia,KHM,17-Feb-20,1,,,,,
Cambodia,KHM,18-Feb-20,1,,,,,
Cambodia,KHM,19-Feb-20,1,,,,,
Cambodia,KHM,20-Feb-20,1,,,,,
Cambodia,KHM,21-Feb-20,1,,,,,
Cambodia,KHM,22-Feb-20,1,,,,,
Cambodia,KHM,23-Feb-20,1,,,,,
Cambodia,KHM,24-Feb-20,1,,,,,
Cambodia,KHM,25-Feb-20,1,,,,,
Cambodia,KHM,26-Feb-20,1,,,,,
Cambodia,KHM,27-Feb-20,1,,,,,
Cambodia,KHM,28-Feb-20,1,,,,,
Cambodia,KHM,29-Feb-20,1,,,,,
Cambodia,KHM,1-Mar-20,1,,,,,
Cambodia,KHM,2-Mar-20,1,,,,,
Cambodia,KHM,8-Mar-20,2,,,,,
Cambodia,KHM,12-Mar-20,3,,,,,
Cambodia,KHM,13-Mar-20,5,,,,,
Cambodia,KHM,15-Mar-20,7,,,,,
Cambodia,KHM,16-Mar-20,12,,,,,
Cambodia,KHM,17-Mar-20,24,,,,,
Cambodia,KHM,18-Mar-20,24,,,,,
Cambodia,KHM,19-Mar-20,24,,,,,
Cambodia,KHM,20-Mar-20,24,,,,,
Cambodia,KHM,21-Mar-20,47,,,,,
Cambodia,KHM,22-Mar-20,51,,,,,
Cambodia,KHM,23-Mar-20,86,,,,,
Cambodia,KHM,24-Mar-20,87,,,,,
Cambodia,KHM,25-Mar-20,91,,,,,
Cambodia,KHM,26-Mar-20,96,,,,,
Cambodia,KHM,27-Mar-20,98,,,,,
Cambodia,KHM,28-Mar-20,102,,,,,
Cambodia,KHM,29-Mar-20,103,,,,,
Cambodia,KHM,30-Mar-20,107,,,,,
Cambodia,KHM,31-Mar-20,109,,,,,
Cambodia,KHM,1-Apr-20,109,,,,,
Cambodia,KHM,2-Apr-20,110,,,,,
Cambodia,KHM,3-Apr-20,114,,,,,
Cambodia,KHM,4-Apr-20,114,,,,,
Cambodia,KHM,5-Apr-20,114,,,,,
Cambodia,KHM,6-Apr-20,114,,,,,
Cambodia,KHM,7-Apr-20,115,,,,,
Cambodia,KHM,8-Apr-20,117,,,,,
Cambodia,KHM,9-Apr-20,118,,,,,
Cambodia,KHM,10-Apr-20,119,,,,,
Cambodia,KHM,11-Apr-20,120,,,,,
Cambodia,KHM,12-Apr-20,122,,,,,
Cambodia,KHM,13-Apr-20,122,,,,,
Cambodia,KHM,14-Apr-20,122,,,,,
Cambodia,KHM,15-Apr-20,122,,,,,
Cambodia,KHM,16-Apr-20,122,,,,,
Cambodia,KHM,17-Apr-20,122,,,,,
Cambodia,KHM,18-Apr-20,122,,,,,
Cambodia,KHM,19-Apr-20,122,,,,,
Cambodia,KHM,20-Apr-20,122,,,,,
Cambodia,KHM,21-Apr-20,122,,,,,
Cambodia,KHM,22-Apr-20,122,,,,,
Cambodia,KHM,23-Apr-20,122,,,,,
Cambodia,KHM,24-Apr-20,122,,,,,
Cambodia,KHM,25-Apr-20,122,,,,,
Cambodia,KHM,26-Apr-20,122,,,,,
Cambodia,KHM,27-Apr-20,122,,,,,
Cambodia,KHM,28-Apr-20,122,,,,,
Cambodia,KHM,29-Apr-20,122,,,,,
Cameroon,CMR,7-Mar-20,1,,,,,
Cameroon,CMR,9-Mar-20,2,,,,,
Cameroon,CMR,15-Mar-20,3,,,,,
Cameroon,CMR,16-Mar-20,4,,,,,
Cameroon,CMR,17-Mar-20,4,,,,,
Cameroon,CMR,18-Mar-20,10,,,,,
Cameroon,CMR,19-Mar-20,10,,,,,
Cameroon,CMR,20-Mar-20,14,,,,,
Cameroon,CMR,21-Mar-20,27,,,,,
Cameroon,CMR,22-Mar-20,27,,,,,
Cameroon,CMR,23-Mar-20,27,,,,,
Cameroon,CMR,24-Mar-20,56,,,,,
Cameroon,CMR,25-Mar-20,72,,,,,
Cameroon,CMR,26-Mar-20,72,,,,,
Cameroon,CMR,27-Mar-20,88,,,,,
Cameroon,CMR,28-Mar-20,88,,,,,
Cameroon,CMR,29-Mar-20,99,,,,,
Cameroon,CMR,30-Mar-20,99,,,,,
Cameroon,CMR,31-Mar-20,142,,,,,
Cameroon,CMR,1-Apr-20,193,,,,,
Cameroon,CMR,2-Apr-20,233,,,,,
Cameroon,CMR,3-Apr-20,271,,,,,
Cameroon,CMR,4-Apr-20,509,,,,,
Cameroon,CMR,5-Apr-20,555,,,,,
Cameroon,CMR,6-Apr-20,650,,,,,
Cameroon,CMR,7-Apr-20,658,,,,,
Cameroon,CMR,8-Apr-20,685,,,,,
Cameroon,CMR,9-Apr-20,730,,,,,
Cameroon,CMR,10-Apr-20,730,,,,,
Cameroon,CMR,11-Apr-20,803,,,,,
Cameroon,CMR,12-Apr-20,820,,,,,
Cameroon,CMR,13-Apr-20,820,,,,,
Cameroon,CMR,14-Apr-20,820,,,,,
Cameroon,CMR,15-Apr-20,855,,,,,
Cameroon,CMR,16-Apr-20,855,,,,,
Cameroon,CMR,17-Apr-20,855,,,,,
Cameroon,CMR,18-Apr-20,1016,,,,,
Cameroon,CMR,19-Apr-20,1016,,,,,
Cameroon,CMR,20-Apr-20,1016,,,,,
Cameroon,CMR,21-Apr-20,1017,,,,,
Cameroon,CMR,22-Apr-20,1163,,,,,
Cameroon,CMR,23-Apr-20,1163,,,,,
Cameroon,CMR,24-Apr-20,1401,,,,,
Cameroon,CMR,25-Apr-20,1403,,,,,
Cameroon,CMR,26-Apr-20,1518,,,,,
Cameroon,CMR,27-Apr-20,1621,,,,,
Cameroon,CMR,28-Apr-20,1621,,,,,
Cameroon,CMR,29-Apr-20,1806,,,,,
Canada,CAN,26-Jan-20,1,,,,,
Canada,CAN,27-Jan-20,1,,,,,
Canada,CAN,28-Jan-20,2,,,,,
Canada,CAN,29-Jan-20,3,,,,,
Canada,CAN,30-Jan-20,3,,,,,
Canada,CAN,31-Jan-20,3,,,,,
Canada,CAN,1-Feb-20,4,,,,,
Canada,CAN,2-Feb-20,4,,,,,
Canada,CAN,3-Feb-20,4,,,,,
Canada,CAN,4-Feb-20,4,,,,,
Canada,CAN,5-Feb-20,5,,,,,
Canada,CAN,6-Feb-20,5,,,,,
Canada,CAN,7-Feb-20,7,,,,,
Canada,CAN,8-Feb-20,7,,,,,
Canada,CAN,9-Feb-20,7,,,,,
Canada,CAN,10-Feb-20,7,,,,,
Canada,CAN,11-Feb-20,7,,,,,
Canada,CAN,12-Feb-20,7,,,,,
Canada,CAN,13-Feb-20,7,,,,,
Canada,CAN,14-Feb-20,7,,,,,
Canada,CAN,15-Feb-20,8,,,,,
Canada,CAN,16-Feb-20,8,,,,,
Canada,CAN,17-Feb-20,8,,,,,
Canada,CAN,18-Feb-20,8,,,,,
Canada,CAN,19-Feb-20,8,,,,,
Canada,CAN,20-Feb-20,8,,,,,
Canada,CAN,21-Feb-20,9,,,,,
Canada,CAN,22-Feb-20,9,,,,,
Canada,CAN,23-Feb-20,9,,,,,
Canada,CAN,24-Feb-20,9,,,,,
Canada,CAN,25-Feb-20,11,,,,,
Canada,CAN,26-Feb-20,11,,,,,
Canada,CAN,27-Feb-20,12,,,,,
Canada,CAN,28-Feb-20,14,,,,,
Canada,CAN,29-Feb-20,16,,,,,
Canada,CAN,1-Mar-20,20,,,,,
Canada,CAN,2-Mar-20,24,,,,,
Canada,CAN,3-Mar-20,27,,,,,
Canada,CAN,4-Mar-20,30,,,,,
Canada,CAN,5-Mar-20,33,,,,,
Canada,CAN,6-Mar-20,45,,,,,
Canada,CAN,7-Mar-20,51,,,,,
Canada,CAN,8-Mar-20,57,,,,,
Canada,CAN,9-Mar-20,62,,,,,
Canada,CAN,10-Mar-20,77,,,,,
Canada,CAN,11-Mar-20,93,,,,,
Canada,CAN,12-Mar-20,103,,,,,
Canada,CAN,13-Mar-20,138,,,,,
Canada,CAN,14-Mar-20,176,,,,,
Canada,CAN,15-Mar-20,244,,,,,
Canada,CAN,16-Mar-20,304,,,,,
Canada,CAN,17-Mar-20,424,,,,,
Canada,CAN,18-Mar-20,569,,,,,
Canada,CAN,19-Mar-20,690,,,,,
Canada,CAN,20-Mar-20,846,,,,,
Canada,CAN,21-Mar-20,971,,,,,
Canada,CAN,22-Mar-20,1302,,,,,
Canada,CAN,23-Mar-20,1430,,,,,
Canada,CAN,24-Mar-20,1646,,,,,
Canada,CAN,25-Mar-20,1959,,,,,
Canada,CAN,26-Mar-20,3385,,,,,
Canada,CAN,27-Mar-20,4018,,,,,
Canada,CAN,28-Mar-20,4675,,,,,
Canada,CAN,29-Mar-20,5386,,,,,
Canada,CAN,30-Mar-20,6255,,,,,
Canada,CAN,31-Mar-20,7424,,,,,
Canada,CAN,1-Apr-20,8536,,,,,
Canada,CAN,2-Apr-20,9595,,,,,
Canada,CAN,3-Apr-20,11268,,,,,
Canada,CAN,4-Apr-20,12519,,,,,
Canada,CAN,5-Apr-20,13882,,,,,
Canada,CAN,6-Apr-20,15496,,,,,
Canada,CAN,7-Apr-20,16653,,,,,
Canada,CAN,8-Apr-20,17883,,,,,
Canada,CAN,9-Apr-20,19274,,,,,
Canada,CAN,10-Apr-20,20748,,,,,
Canada,CAN,11-Apr-20,22133,,,,,
Canada,CAN,12-Apr-20,23301,,,,,
Canada,CAN,13-Apr-20,24365,,,,,
Canada,CAN,14-Apr-20,25663,,,,,
Canada,CAN,15-Apr-20,27046,,,,,
Canada,CAN,16-Apr-20,28364,,,,,
Canada,CAN,17-Apr-20,30081,,,,,
Canada,CAN,18-Apr-20,31872,,,,,
Canada,CAN,19-Apr-20,33341,,,,,
Canada,CAN,20-Apr-20,34777,,,,,
Canada,CAN,21-Apr-20,36823,,,,,
Canada,CAN,22-Apr-20,38413,,,,,
Canada,CAN,23-Apr-20,40179,,,,,
Canada,CAN,24-Apr-20,42099,,,,,
Canada,CAN,25-Apr-20,43877,,,,,
Canada,CAN,26-Apr-20,45341,,,,,
Canada,CAN,27-Apr-20,46884,,,,,
Canada,CAN,28-Apr-20,48489,,,,,
Canada,CAN,29-Apr-20,50015,,,,,
Cape Verde,CPV,21-Mar-20,2,,,,,
Cape Verde,CPV,22-Mar-20,3,,,,,
Cape Verde,CPV,23-Mar-20,3,,,,,
Cape Verde,CPV,24-Mar-20,3,,,,,
Cape Verde,CPV,25-Mar-20,3,,,,,
Cape Verde,CPV,26-Mar-20,4,,,,,
Cape Verde,CPV,27-Mar-20,5,,,,,
Cape Verde,CPV,28-Mar-20,5,,,,,
Cape Verde,CPV,29-Mar-20,5,,,,,
Cape Verde,CPV,30-Mar-20,5,,,,,
Cape Verde,CPV,31-Mar-20,5,,,,,
Cape Verde,CPV,1-Apr-20,6,,,,,
Cape Verde,CPV,2-Apr-20,6,,,,,
Cape Verde,CPV,3-Apr-20,6,,,,,
Cape Verde,CPV,4-Apr-20,6,,,,,
Cape Verde,CPV,5-Apr-20,7,,,,,
Cape Verde,CPV,6-Apr-20,7,,,,,
Cape Verde,CPV,7-Apr-20,7,,,,,
Cape Verde,CPV,8-Apr-20,7,,,,,
Cape Verde,CPV,9-Apr-20,7,,,,,
Cape Verde,CPV,10-Apr-20,7,,,,,
Cape Verde,CPV,11-Apr-20,7,,,,,
Cape Verde,CPV,12-Apr-20,8,,,,,
Cape Verde,CPV,13-Apr-20,10,,,,,
Cape Verde,CPV,14-Apr-20,10,,,,,
Cape Verde,CPV,15-Apr-20,11,,,,,
Cape Verde,CPV,16-Apr-20,55,,,,,
Cape Verde,CPV,17-Apr-20,55,,,,,
Cape Verde,CPV,18-Apr-20,56,,,,,
Cape Verde,CPV,19-Apr-20,58,,,,,
Cape Verde,CPV,20-Apr-20,61,,,,,
Cape Verde,CPV,21-Apr-20,67,,,,,
Cape Verde,CPV,22-Apr-20,67,,,,,
Cape Verde,CPV,23-Apr-20,73,,,,,
Cape Verde,CPV,24-Apr-20,82,,,,,
Cape Verde,CPV,25-Apr-20,88,,,,,
Cape Verde,CPV,26-Apr-20,90,,,,,
Cape Verde,CPV,27-Apr-20,106,,,,,
Cape Verde,CPV,28-Apr-20,109,,,,,
Cape Verde,CPV,29-Apr-20,113,,,,,
Cayman Islands,CYM,20-Mar-20,1,,,,,
Cayman Islands,CYM,21-Mar-20,3,,,,,
Cayman Islands,CYM,22-Mar-20,3,,,,,
Cayman Islands,CYM,23-Mar-20,3,,,,,
Cayman Islands,CYM,24-Mar-20,3,,,,,
Cayman Islands,CYM,25-Mar-20,3,,,,,
Cayman Islands,CYM,26-Mar-20,3,,,,,
Cayman Islands,CYM,27-Mar-20,6,,,,,
Cayman Islands,CYM,28-Mar-20,8,,,,,
Cayman Islands,CYM,29-Mar-20,8,,,,,
Cayman Islands,CYM,30-Mar-20,8,,,,,
Cayman Islands,CYM,31-Mar-20,12,,,,,
Cayman Islands,CYM,1-Apr-20,14,,,,,
Cayman Islands,CYM,2-Apr-20,22,,,,,
Cayman Islands,CYM,3-Apr-20,28,,,,,
Cayman Islands,CYM,4-Apr-20,29,,,,,
Cayman Islands,CYM,5-Apr-20,35,,,,,
Cayman Islands,CYM,6-Apr-20,39,,,,,
Cayman Islands,CYM,7-Apr-20,39,,,,,
Cayman Islands,CYM,8-Apr-20,45,,,,,
Cayman Islands,CYM,9-Apr-20,45,,,,,
Cayman Islands,CYM,10-Apr-20,45,,,,,
Cayman Islands,CYM,11-Apr-20,45,,,,,
Cayman Islands,CYM,12-Apr-20,53,,,,,
Cayman Islands,CYM,13-Apr-20,53,,,,,
Cayman Islands,CYM,14-Apr-20,53,,,,,
Cayman Islands,CYM,15-Apr-20,54,,,,,
Cayman Islands,CYM,16-Apr-20,60,,,,,
Cayman Islands,CYM,17-Apr-20,61,,,,,
Cayman Islands,CYM,18-Apr-20,61,,,,,
Cayman Islands,CYM,19-Apr-20,61,,,,,
Cayman Islands,CYM,20-Apr-20,61,,,,,
Cayman Islands,CYM,21-Apr-20,66,,,,,
Cayman Islands,CYM,22-Apr-20,66,,,,,
Cayman Islands,CYM,23-Apr-20,66,,,,,
Cayman Islands,CYM,24-Apr-20,66,,,,,
Cayman Islands,CYM,25-Apr-20,66,,,,,
Cayman Islands,CYM,26-Apr-20,70,,,,,
Cayman Islands,CYM,27-Apr-20,70,,,,,
Cayman Islands,CYM,28-Apr-20,70,,,,,
Cayman Islands,CYM,29-Apr-20,70,,,,,
Central African Republic,CAF,16-Mar-20,1,,,,,
Central African Republic,CAF,17-Mar-20,1,,,,,
Central African Republic,CAF,18-Mar-20,1,,,,,
Central African Republic,CAF,19-Mar-20,1,,,,,
Central African Republic,CAF,20-Mar-20,1,,,,,
Central African Republic,CAF,21-Mar-20,1,,,,,
Central African Republic,CAF,22-Mar-20,3,,,,,
Central African Republic,CAF,23-Mar-20,4,,,,,
Central African Republic,CAF,24-Mar-20,4,,,,,
Central African Republic,CAF,25-Mar-20,4,,,,,
Central African Republic,CAF,26-Mar-20,4,,,,,
Central African Republic,CAF,27-Mar-20,5,,,,,
Central African Republic,CAF,28-Mar-20,5,,,,,
Central African Republic,CAF,29-Mar-20,6,,,,,
Central African Republic,CAF,30-Mar-20,6,,,,,
Central African Republic,CAF,31-Mar-20,6,,,,,
Central African Republic,CAF,1-Apr-20,6,,,,,
Central African Republic,CAF,2-Apr-20,8,,,,,
Central African Republic,CAF,3-Apr-20,8,,,,,
Central African Republic,CAF,4-Apr-20,8,,,,,
Central African Republic,CAF,5-Apr-20,9,,,,,
Central African Republic,CAF,6-Apr-20,9,,,,,
Central African Republic,CAF,7-Apr-20,9,,,,,
Central African Republic,CAF,8-Apr-20,9,,,,,
Central African Republic,CAF,9-Apr-20,10,,,,,
Central African Republic,CAF,10-Apr-20,11,,,,,
Central African Republic,CAF,11-Apr-20,11,,,,,
Central African Republic,CAF,12-Apr-20,11,,,,,
Central African Republic,CAF,13-Apr-20,11,,,,,
Central African Republic,CAF,14-Apr-20,11,,,,,
Central African Republic,CAF,15-Apr-20,11,,,,,
Central African Republic,CAF,16-Apr-20,11,,,,,
Central African Republic,CAF,17-Apr-20,12,,,,,
Central African Republic,CAF,18-Apr-20,12,,,,,
Central African Republic,CAF,19-Apr-20,12,,,,,
Central African Republic,CAF,20-Apr-20,12,,,,,
Central African Republic,CAF,21-Apr-20,12,,,,,
Central African Republic,CAF,22-Apr-20,14,,,,,
Central African Republic,CAF,23-Apr-20,16,,,,,
Central African Republic,CAF,24-Apr-20,17,,,,,
Central African Republic,CAF,25-Apr-20,19,,,,,
Central African Republic,CAF,26-Apr-20,19,,,,,
Central African Republic,CAF,27-Apr-20,19,,,,,
Central African Republic,CAF,28-Apr-20,50,,,,,
Central African Republic,CAF,29-Apr-20,50,,,,,
Chad,TCD,20-Mar-20,1,,,,,
Chad,TCD,21-Mar-20,1,,,,,
Chad,TCD,22-Mar-20,2,,,,,
Chad,TCD,23-Mar-20,2,,,,,
Chad,TCD,24-Mar-20,2,,,,,
Chad,TCD,25-Mar-20,3,,,,,
Chad,TCD,26-Mar-20,3,,,,,
Chad,TCD,27-Mar-20,5,,,,,
Chad,TCD,28-Mar-20,5,,,,,
Chad,TCD,29-Mar-20,5,,,,,
Chad,TCD,30-Mar-20,5,,,,,
Chad,TCD,31-Mar-20,7,,,,,
Chad,TCD,1-Apr-20,7,,,,,
Chad,TCD,2-Apr-20,7,,,,,
Chad,TCD,3-Apr-20,7,,,,,
Chad,TCD,4-Apr-20,7,,,,,
Chad,TCD,5-Apr-20,8,,,,,
Chad,TCD,6-Apr-20,9,,,,,
Chad,TCD,7-Apr-20,9,,,,,
Chad,TCD,8-Apr-20,9,,,,,
Chad,TCD,9-Apr-20,10,,,,,
Chad,TCD,10-Apr-20,11,,,,,
Chad,TCD,11-Apr-20,11,,,,,
Chad,TCD,12-Apr-20,11,,,,,
Chad,TCD,13-Apr-20,15,,,,,
Chad,TCD,14-Apr-20,23,,,,,
Chad,TCD,15-Apr-20,23,,,,,
Chad,TCD,16-Apr-20,27,,,,,
Chad,TCD,17-Apr-20,27,,,,,
Chad,TCD,18-Apr-20,33,,,,,
Chad,TCD,19-Apr-20,33,,,,,
Chad,TCD,20-Apr-20,33,,,,,
Chad,TCD,21-Apr-20,33,,,,,
Chad,TCD,22-Apr-20,34,,,,,
Chad,TCD,23-Apr-20,34,,,,,
Chad,TCD,24-Apr-20,40,,,,,
Chad,TCD,25-Apr-20,40,,,,,
Chad,TCD,26-Apr-20,40,,,,,
Chad,TCD,27-Apr-20,46,,,,,
Chad,TCD,28-Apr-20,46,,,,,
Chad,TCD,29-Apr-20,52,,,,,
Chile,CHL,4-Mar-20,1,,,,,
Chile,CHL,5-Mar-20,3,,,,,
Chile,CHL,6-Mar-20,4,,,,,
Chile,CHL,7-Mar-20,5,,,,,
Chile,CHL,9-Mar-20,10,,,,,
Chile,CHL,10-Mar-20,13,,,,,
Chile,CHL,11-Mar-20,17,,,,,
Chile,CHL,12-Mar-20,23,,,,,
Chile,CHL,13-Mar-20,33,,,,,
Chile,CHL,14-Mar-20,43,,,,,
Chile,CHL,15-Mar-20,61,,,,,
Chile,CHL,16-Mar-20,75,,,,,
Chile,CHL,17-Mar-20,156,,,,,
Chile,CHL,18-Mar-20,201,,,,,
Chile,CHL,19-Mar-20,238,,,,,
Chile,CHL,20-Mar-20,342,,,,,
Chile,CHL,21-Mar-20,434,,,,,
Chile,CHL,22-Mar-20,537,,,,,
Chile,CHL,23-Mar-20,632,,,,,
Chile,CHL,24-Mar-20,746,,,,,
Chile,CHL,25-Mar-20,922,,,,,
Chile,CHL,26-Mar-20,1142,,,,,
Chile,CHL,27-Mar-20,1306,,,,,
Chile,CHL,28-Mar-20,1610,,,,,
Chile,CHL,29-Mar-20,1909,,,,,
Chile,CHL,30-Mar-20,2139,,,,,
Chile,CHL,31-Mar-20,2449,,,,,
Chile,CHL,1-Apr-20,2738,,,,,
Chile,CHL,2-Apr-20,3031,,,,,
Chile,CHL,3-Apr-20,3404,,,,,
Chile,CHL,4-Apr-20,3737,,,,,
Chile,CHL,5-Apr-20,4161,,,,,
Chile,CHL,6-Apr-20,4471,,,,,
Chile,CHL,7-Apr-20,4815,,,,,
Chile,CHL,8-Apr-20,5116,,,,,
Chile,CHL,9-Apr-20,5546,,,,,
Chile,CHL,10-Apr-20,5972,,,,,
Chile,CHL,11-Apr-20,6501,,,,,
Chile,CHL,12-Apr-20,6927,,,,,
Chile,CHL,13-Apr-20,7213,,,,,
Chile,CHL,14-Apr-20,7525,,,,,
Chile,CHL,15-Apr-20,7917,,,,,
Chile,CHL,16-Apr-20,8273,,,,,
Chile,CHL,17-Apr-20,8807,,,,,
Chile,CHL,18-Apr-20,9252,,,,,
Chile,CHL,19-Apr-20,9730,,,,,
Chile,CHL,20-Apr-20,10088,,,,,
Chile,CHL,21-Apr-20,10507,,,,,
Chile,CHL,22-Apr-20,10832,,,,,
Chile,CHL,23-Apr-20,11296,,,,,
Chile,CHL,24-Apr-20,11812,,,,,
Chile,CHL,25-Apr-20,12306,,,,,
Chile,CHL,26-Apr-20,12858,,,,,
Chile,CHL,27-Apr-20,13331,,,,,
Chile,CHL,28-Apr-20,13813,,,,,
Chile,CHL,29-Apr-20,14365,,,,,
China,CHN,31-Dec-19,27,,,,,
China,CHN,1-Jan-20,27,,,,,
China,CHN,2-Jan-20,27,,,,,
China,CHN,3-Jan-20,44,,,,,
China,CHN,4-Jan-20,44,,,,,
China,CHN,5-Jan-20,59,,,,,
China,CHN,6-Jan-20,59,,,,,
China,CHN,7-Jan-20,59,,,,,
China,CHN,8-Jan-20,59,,,,,
China,CHN,9-Jan-20,59,,,,,
China,CHN,10-Jan-20,59,,,,,
China,CHN,11-Jan-20,59,,,,,
China,CHN,12-Jan-20,59,,,,,
China,CHN,13-Jan-20,59,,,,,
China,CHN,14-Jan-20,59,,,,,
China,CHN,15-Jan-20,59,,,,,
China,CHN,16-Jan-20,59,,,,,
China,CHN,17-Jan-20,63,,,,,
China,CHN,18-Jan-20,80,,,,,
China,CHN,19-Jan-20,216,,,,,
China,CHN,20-Jan-20,235,,,,,
China,CHN,21-Jan-20,386,,,,,
China,CHN,22-Jan-20,526,,,,,
China,CHN,23-Jan-20,623,,,,,
China,CHN,24-Jan-20,882,,,,,
China,CHN,25-Jan-20,1323,,,,,
China,CHN,26-Jan-20,1988,,,,,
China,CHN,27-Jan-20,2775,,,,,
China,CHN,28-Jan-20,4528,,,,,
China,CHN,29-Jan-20,5994,,,,,
China,CHN,30-Jan-20,7734,,,,,
China,CHN,31-Jan-20,9714,,,,,
China,CHN,1-Feb-20,11809,,,,,
China,CHN,2-Feb-20,14399,,,,,
China,CHN,3-Feb-20,17211,,,,,
China,CHN,4-Feb-20,20448,,,,,
China,CHN,5-Feb-20,24320,,,,,
China,CHN,6-Feb-20,28047,,,,,
China,CHN,7-Feb-20,31207,,,,,
China,CHN,8-Feb-20,34625,,,,,
China,CHN,9-Feb-20,37232,,,,,
China,CHN,10-Feb-20,40206,,,,,
China,CHN,11-Feb-20,42696,,,,,
China,CHN,12-Feb-20,44724,,,,,
China,CHN,13-Feb-20,59865,,,,,
China,CHN,14-Feb-20,64021,,,,,
China,CHN,15-Feb-20,66559,,,,,
China,CHN,16-Feb-20,68566,,,,,
China,CHN,17-Feb-20,70618,,,,,
China,CHN,18-Feb-20,72508,,,,,
China,CHN,19-Feb-20,74258,,,,,
China,CHN,20-Feb-20,74652,,,,,
China,CHN,21-Feb-20,75543,,,,,
China,CHN,22-Feb-20,76369,,,,,
China,CHN,23-Feb-20,77016,,,,,
China,CHN,24-Feb-20,77234,,,,,
China,CHN,25-Feb-20,77749,,,,,
China,CHN,26-Feb-20,78159,,,,,
China,CHN,27-Feb-20,78598,,,,,
China,CHN,28-Feb-20,78927,,,,,
China,CHN,29-Feb-20,79355,,,,,
China,CHN,1-Mar-20,79929,,,,,
China,CHN,2-Mar-20,80134,,,,,
China,CHN,3-Mar-20,80261,,,,,
China,CHN,4-Mar-20,80380,,,,,
China,CHN,5-Mar-20,80497,,,,,
China,CHN,6-Mar-20,80667,,,,,
China,CHN,7-Mar-20,80768,,,,,
China,CHN,8-Mar-20,80814,,,,,
China,CHN,9-Mar-20,80859,,,,,
China,CHN,10-Mar-20,80879,,,,,
China,CHN,11-Mar-20,80908,,,,,
China,CHN,12-Mar-20,80932,,,,,
China,CHN,13-Mar-20,80954,,,,,
China,CHN,14-Mar-20,80973,,,,,
China,CHN,15-Mar-20,80995,,,,,
China,CHN,16-Mar-20,81020,,,,,
China,CHN,17-Mar-20,81063,,,,,
China,CHN,18-Mar-20,81086,,,,,
China,CHN,19-Mar-20,81130,,,,,
China,CHN,20-Mar-20,81229,,,,,
China,CHN,21-Mar-20,81281,,,,,
China,CHN,22-Mar-20,81346,,,,,
China,CHN,23-Mar-20,81484,,,,,
China,CHN,24-Mar-20,81553,,,,,
China,CHN,25-Mar-20,81631,,,,,
China,CHN,26-Mar-20,81733,,,,,
China,CHN,27-Mar-20,81827,,,,,
China,CHN,28-Mar-20,81946,,,,,
China,CHN,29-Mar-20,82059,,,,,
China,CHN,30-Mar-20,82157,,,,,
China,CHN,31-Mar-20,82241,,,,,
China,CHN,1-Apr-20,82295,,,,,
China,CHN,2-Apr-20,82395,,,,,
China,CHN,3-Apr-20,82465,,,,,
China,CHN,4-Apr-20,82527,,,,,
China,CHN,5-Apr-20,82575,,,,,
China,CHN,6-Apr-20,82642,,,,,
China,CHN,7-Apr-20,82698,,,,,
China,CHN,8-Apr-20,82784,,,,,
China,CHN,9-Apr-20,82870,,,,,
China,CHN,10-Apr-20,82925,,,,,
China,CHN,11-Apr-20,83004,,,,,
China,CHN,12-Apr-20,83097,,,,,
China,CHN,13-Apr-20,83209,,,,,
China,CHN,14-Apr-20,83303,,,,,
China,CHN,15-Apr-20,83352,,,,,
China,CHN,16-Apr-20,83402,,,,,
China,CHN,17-Apr-20,83754,,,,,
China,CHN,18-Apr-20,83785,,,,,
China,CHN,19-Apr-20,83803,,,,,
China,CHN,20-Apr-20,83817,,,,,
China,CHN,21-Apr-20,83849,,,,,
China,CHN,22-Apr-20,83864,,,,,
China,CHN,23-Apr-20,83876,,,,,
China,CHN,24-Apr-20,83884,,,,,
China,CHN,25-Apr-20,83899,,,,,
China,CHN,26-Apr-20,83909,,,,,
China,CHN,27-Apr-20,83912,,,,,
China,CHN,28-Apr-20,83938,,,,,
China,CHN,29-Apr-20,83940,,,,,
Colombia,COL,7-Mar-20,1,,,,,
Colombia,COL,10-Mar-20,3,,,,,
Colombia,COL,12-Mar-20,9,,,,,
Colombia,COL,14-Mar-20,16,,,,,
