"Data Source","World Development Indicators",

"Last Updated Date","2020-04-09",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Belarus","BLR","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.0283610224724","20.714370906353","23.0266705155373","20.1688945293427","19.2210093140602","21.7830255627632","24.3880793452263","25.7939398288727","29.8413425683975","30.9197217226028","29.1650682687759","33.5878431797028","30.7739824056625","33.7923377752304","34.894323348999","36.2026154994965","26.7141848802567","27.5150001049042","","",
"Belize","BLZ","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.113850235939","32.6250433921814","34.2637538909912","32.0024341344833","32.3608905076981","30.1423400640488","28.2554030418396","25.7962942123413","25.2551198005676","23.8423928618431","23.908668756485","24.5006248354912","25.3163784742355","24.3389397859573","24.0166902542114","23.141273856163","23.5430344939232","24.1548627614975","","",
"Bermuda","BMU","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.50730240345","33.0533772706985","33.9209347963333","32.0286154747009","32.5943887233734","32.0001929998398","32.2653949260712","30.7619363069534","30.3682297468185","30.0993770360947","33.2774013280869","32.505464553833","34.358337521553","34.0091645717621","30.904358625412","27.3266166448593","28.0211210250854","25.0778466463089","","",
"Brazil","BRA","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.5922212600708","37.8070294857025","36.406198143959","35.4738593101501","35.3658348321915","35.8764410018921","34.3712657690048","33.0941200256348","30.8840930461884","31.210321187973","29.3852061033249","29.299584031105","29.6820312738419","28.1770676374435","28.1802475452423","28.4444153308868","27.4069219827652","27.4554938077927","","",
"Barbados","BRB","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.3747568130493","38.0585938692093","36.5217357873917","35.9310805797577","33.5892707109451","35.0739300251007","35.3816092014313","36.8422150611877","35.4552686214447","36.3133996725082","38.0800902843475","42.188224196434","38.6069864034653","41.5833801031113","44.4222211837769","45.2299445867538","45.1797008514404","46.3035732507706","","",
"Brunei Darussalam","BRN","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8313140273094","16.8067470192909","16.4105504751205","17.0513391494751","16.9094815850258","16.3339629769325","14.6885275840759","12.7849996089935","10.1082377135754","9.49940234422684","8.26134905219078","8.47186893224716","8.85192900896072","9.40741971135139","7.33459964394569","4.97357659041882","4.97981533408165","5.17660900950432","","",
"Bhutan","BTN","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5413442254066","7.93422237038612","10.3040888905525","19.0084546804428","16.253636777401","16.7903825640678","14.7910326719284","14.3366470932961","15.4742479324341","16.5810897946358","16.4826348423958","16.3439273834229","20.5064043402672","20.3139036893845","21.1712315678597","19.7946578264236","20.1296955347061","13.3064657449722","","",
"Botswana","BWA","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9829597175121","9.72539559006691","9.00437086820602","9.04516354203224","8.88363048434258","8.82705748081207","8.28751400113106","6.77262246608734","5.81573657691479","5.42353056371212","4.99356314539909","4.57396060228348","4.24004644155502","3.78434434533119","3.71709540486336","3.57781760394573","3.30749414861202","2.99324225634336","","",
"Central African Republic","CAF","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.3835269212723","51.2586295604706","47.0022767782211","46.2108492851257","50.3565728664398","42.6303058862686","42.9216682910919","38.4525001049042","42.6107197999954","39.8681700229645","46.435958147049","44.7936177253723","43.3077931404114","48.7446069717407","41.2100464105606","29.9810588359833","43.0794179439545","31.1890989542007","","",
"Canada","CAN","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6052103042603","15.925994515419","15.9083396196365","15.2514800429344","15.2878686785698","15.3682932257652","15.1185780763626","14.8020416498184","14.6670371294022","14.3118754029274","14.6470740437508","13.949553668499","13.7740597128868","13.6323407292366","13.6467710137367","13.554123044014","14.1283065080643","14.2197504639626","","",
"Central Europe and the Baltics","CEB","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5578336585787","24.4295097568795","22.910900372675","21.8986612681353","23.8178753330979","22.7863628863139","22.9386810048047","22.9840486016724","22.3337023062029","22.3252094460752","22.2981769020033","22.9266116805889","23.4155229162667","22.6662936270547","22.4221863160657","22.9431386783708","22.9716833748035","","","",
"Switzerland","CHE","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.5780292749405","32.712534070015","31.1796128749847","31.0746848583221","31.3395768404007","30.3070455789566","29.9701005220413","29.7395199537277","29.0584534406662","28.838574886322","29.0806919336319","28.5246640443802","28.8040667772293","28.348246216774","29.2376905679703","29.0763169527054","29.5617580413818","28.9469867944717","","",
"Channel Islands","CHI","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.8149670362473","42.6151752471924","42.4840062856674","42.7638471126556","41.8441206216812","42.4708664417267","40.749979019165","39.1872733831406","37.4304264783859","34.5889389514923","34.4676285982132","34.4992607831955","33.4076434373856","33.6383104324341","34.26873087883","34.5092564821243","34.7699463367462","33.5341811180115","","",
"China","CHN","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.1253390312195","64.1914367675781","62.850821018219","60.7177674770355","58.7686777114868","57.6899945735931","55.9911847114563","51.2912094593048","47.368249297142","43.4562206268311","40.8000141382217","40.2655422687531","39.2345875501633","38.159516453743","36.5648329257965","35.0892871618271","35.9061866998672","36.0504120588303","","",
"Cote d'Ivoire","CIV","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.2550098896027","55.6148409843445","49.9649822711945","54.0370404720306","55.9372186660767","61.124849319458","62.7931177616119","63.3398950099945","59.3851029872894","59.6267580986023","58.5143029689789","59.20729637146","52.7981162071228","56.1593234539032","51.1434197425842","42.8667336702347","40.1471108198166","39.3607437610626","","",
"Cameroon","CMR","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.4300098419189","74.8951196670532","72.8549778461456","72.9953765869141","76.0062456130981","76.5824913978577","77.0938217639923","76.6547977924347","78.7997663021088","74.4190692901611","71.7398107051849","51.4438629150391","70.2673494815826","71.4027762413025","70.8786249160767","69.7441220283508","69.6669042110443","70.9576010704041","","",
"Congo, Dem. Rep.","COD","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.3684878349304","69.5529878139496","68.4484958648682","66.1415040493011","70.3829109668732","68.1609928607941","67.6425874233246","63.4821355342865","49.7907429933548","45.3622102737427","37.0496958494186","38.8251036405563","39.634957909584","39.4329696893692","38.7164086103439","37.1788322925568","37.2776925563812","40.1247203350067","","",
"Congo, Rep.","COG","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.6997268199921","45.7850307226181","61.4227056503296","61.4346146583557","55.6084036827087","51.978611946106","48.6820697784424","49.1567611694336","37.8508120775223","50.3717601299286","42.1544671058655","41.0913467407227","29.7379910945892","30.6525856256485","31.1863154172897","32.4601173400879","46.2118595838547","48.4012395143509","","",
"Colombia","COL","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6910334229469","13.3981376886368","11.4896081387997","8.6039811372757","13.758584856987","16.4079591631889","17.9333686828613","19.2485228180885","20.8527356386185","18.0145472288132","17.0035570859909","15.315754711628","17.8585529327393","16.6692659258842","16.4165556430817","16.0592049360275","16.3662284612656","16.3084268569946","","",
"Comoros","COM","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.0988655090332","83.7140679359436","78.731906414032","79.3001294136047","79.9262225627899","80.2176594734192","80.7180523872375","81.0851633548737","80.9839367866516","81.5115630626678","78.739994764328","70.3969538211823","78.2103538513184","76.4263868331909","76.7101168632507","75.2803266048431","72.6651310920715","74.6471285820007","","",
"Cabo Verde","CPV","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.2591878175735","23.3310833573341","23.5238149762154","24.1723537445068","23.8339871168137","24.5907545089722","23.7995743751526","22.9162320494652","24.4517356157303","24.2296159267426","28.0819326639175","25.8929282426834","24.5681911706924","24.2501452565193","25.6990522146225","27.7576714754105","28.7130236625671","28.8964778184891","","",
"Costa Rica","CRI","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.574872136116","31.6328674554825","30.6906223297119","30.7650119066238","32.0598125457764","32.7738165855408","31.0769557952881","30.9124708175659","29.5109480619431","26.4022499322891","25.3843128681183","25.7832288742065","24.5027497410774","23.2256665825844","24.4133055210114","22.5992321968079","22.2029522061348","21.2553903460503","","",
"Caribbean small states","CSS","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.3842283234759","37.102521204852","34.4315957657929","35.767588743441","35.109454427713","35.7734726462766","35.8151780465125","38.0633162235481","36.3028208833399","36.2497151470132","35.7132015316855","35.4809093735032","34.7540145956926","34.1506798212204","35.0871159263159","33.019185681191","33.3885040161479","","","",
"Cuba","CUB","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.2293806672096","18.7062382698059","19.3773612380028","20.3251242637634","19.5980936288834","14.843675494194","14.2636626958847","9.78314951062202","8.83751288056374","8.09964165091515","9.18197110295296","10.8163803815842","13.1309732794762","12.2711904346943","9.63887721300125","9.62183102965355","10.285434871912","10.4826636612415","","",
"Curacao","CUW","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.9019148349762","55.2161276340485","52.7716219425201","47.6546466350555","49.8821794986725","49.8321980237961","48.3282476663589","48.7976133823395","51.4000833034515","49.9238044023514","40.9429788589478","42.7990257740021","44.0257877111435","43.0922895669937","44.734126329422","44.329160451889","45.2442795038223","44.6320354938507","","",
"Czech Republic","CZE","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1975068449974","10.6432661414146","10.0017033517361","10.3672243654728","10.7050143182278","11.0928520560265","11.6460241377354","13.6310249567032","16.1329701542854","15.0505393743515","15.2508750557899","15.0214582681656","15.2914881706238","13.5858535766602","14.0819922089577","14.8283943533897","15.0238126516342","14.8091018199921","","",
"Germany","DEU","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.281645834446","12.2822426259518","12.5784084200859","12.7907380461693","13.9532342553139","14.0894502401352","14.4968837499619","14.4314229488373","14.109206199646","13.9182910323143","14.0406981110573","14.0588492155075","14.1198635101318","13.2763892412186","12.8628328442574","12.9853457212448","12.8828182816505","12.6729190349579","","",
"Djibouti","DJI","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.3324677944183","54.7303438186646","42.8114414215088","36.9439482688904","41.3012385368347","41.6788309812546","37.7625167369843","35.8445346355438","31.6133201122284","30.1686882972717","29.0393084287643","24.2288053035736","22.9479655623436","24.0580841898918","22.6595267653465","20.3841894865036","23.3940303325653","26.5042155981064","","",
"Dominica","DMA","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.5442245006561","35.8002692461014","35.6770545244217","36.3458603620529","37.6170337200165","38.0722850561142","36.5348428487778","38.3663445711136","40.9546583890915","37.5380307435989","35.9256774187088","36.7841273546219","35.2690637111664","34.9840402603149","33.9360684156418","30.7538986206055","29.06554043293","30.9549570083618","","",
"Denmark","DNK","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3564319014549","15.1159480214119","14.7283852100372","14.5571947097778","14.8711413145065","14.7092074155807","14.526429772377","14.5618259906769","14.1177982091904","13.6846050620079","14.385724067688","14.5507901906967","14.1590401530266","13.8100728392601","13.774561882019","13.6747792363167","13.7123823165894","13.7384653091431","","",
"Dominican Republic","DOM","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.320143699646","54.5036196708679","53.4506678581238","61.6513848304749","62.2531235218048","53.8765549659729","54.7483265399933","47.6896792650223","43.601456284523","42.8211897611618","43.9168035984039","42.4441307783127","42.8616791963577","42.1832233667374","42.484176158905","42.851310968399","44.6164131164551","44.7381973266602","","",
"Algeria","DZA","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.7945150136948","21.6685250401497","22.5248828530312","21.1486369371414","26.094326376915","28.0936121940613","29.1213601827621","28.0885815620422","26.1469572782516","27.449506521225","28.8824439048767","27.8734654188156","25.715908408165","27.5619775056839","26.6584545373917","28.208202123642","30.8821350336075","32.5488388538361","","",
"East Asia & Pacific (excluding high income)","EAP","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.7463397818992","58.6697124446379","57.8443435968922","55.9669401124487","54.5062663671122","54.5022113286457","52.3609544162624","48.4065094119084","45.6192397281105","42.6214417602032","41.1763039903838","40.809990422165","39.6822833876084","38.5156438801001","36.8705397658507","35.5223845254111","36.1687392648875","","","",
