"Data Source","World Development Indicators",

"Last Updated Date","2020-04-09",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Canada","CAN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1998.63427734375","2054.40869140625","2150.88671875","2551.52221679688","2913.39477539063","3282.90478515625","3767.27490234375","4190.35302734375","4453.64599609375","4347.73193359375","5044.13525390625","5361.23828125","5408.9306640625","5345.318359375","5081.55908203125","4539.1396484375","4518.13623046875","4754.94775390625","","",
"Central Europe and the Baltics","CEB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","221.140525347231","252.201765602104","298.268116403312","372.945199819217","447.062138875974","522.325829671118","580.246229323392","729.907329939467","926.983170683176","841.59976219257","854.948375457473","906.522833187846","850.666193114196","919.770720931887","931.028055040883","816.278432085462","851.236089503038","","","",
"Switzerland","CHE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3737.80297851563","3957.17236328125","4420.57421875","5277.37890625","5889.84423828125","5964.7265625","5900.513671875","6401.8076171875","7411.2060546875","7599.47265625","8021.8095703125","9572.171875","9286.5498046875","9689.6748046875","10014.708984375","9807.798828125","9835.9638671875","9956.259765625","","",
"Channel Islands","CHI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358.825408935547","328.638854980469","324.323852539063","351.097839355469","428.619171142578","501.750732421875","572.416381835938","650.07421875","726.715698242188","738.46044921875","871.263427734375","995.838317871094","1083.46166992188","1186.80249023438","1154.84826660156","1140.134765625","1190.54858398438","1381.98620605469","","",
"China","CHN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.3536758422852","43.9407615661621","49.4710960388184","56.032772064209","63.6989974975586","72.3621139526367","81.7903518676758","97.7469253540039","132.785308837891","163.712188720703","187.733474731445","237.933624267578","283.522186279297","328.184906005859","361.724426269531","392.846038818359","398.331573486328","440.825622558594","","",
"Cote d'Ivoire","CIV","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9691619873047","31.490743637085","31.2505664825439","39.3176765441895","47.4128608703613","49.2683982849121","54.7964859008789","67.0728073120117","78.4557037353516","75.2227935791016","74.4494400024414","74.6667175292969","76.5480194091797","73.1418228149414","80.8378601074219","63.3988952636719","67.5706939697266","69.7492446899414","","",
"Cameroon","CMR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.2911739349365","27.6791877746582","31.3229312896729","38.8950691223145","41.6311187744141","42.6651611328125","44.3648490905762","50.578296661377","61.4511451721191","57.9694328308105","58.9617767333984","48.5914611816406","62.7030487060547","67.2660903930664","71.2424392700195","63.6279907226563","65.1211853027344","67.8118133544922","","",
"Congo, Dem. Rep.","COD","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.1625080108643","6.0918173789978","4.69065093994141","6.68224334716797","8.62548065185547","9.34108734130859","11.2668685913086","12.4393491744995","16.3550090789795","13.5901708602905","12.857647895813","12.6419105529785","14.2510690689087","16.3366203308105","19.382999420166","19.8849487304688","20.6037197113037","19.4316463470459","","",
"Congo, Rep.","COG","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.9087028503418","20.0214366912842","16.6305065155029","21.1186122894287","27.1476058959961","30.709228515625","35.8638343811035","41.9557838439941","63.133129119873","48.7714614868164","55.4484443664551","60.713077545166","72.9281845092773","73.4360275268555","72.4625930786133","58.4486198425293","52.9479827880859","49.9837226867676","","",
"Colombia","COL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130.334243774414","134.167739868164","128.238403320313","125.976737976074","155.184844970703","204.106033325195","233.585052490234","301.598846435547","369.035339355469","374.126800537109","441.301788330078","489.407684326172","533.736206054688","585.806396484375","569.897277832031","444.063568115234","419.335205078125","459.197570800781","","",
"Comoros","COM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.5663299560547","43.2992706298828","48.3281707763672","57.4499893188477","62.6150817871094","62.385669708252","62.4379501342773","67.6960525512695","72.4129638671875","68.1039123535156","67.0879745483398","78.6099090576172","65.2714462280273","68.8652267456055","68.4165649414063","58.1783332824707","57.5402717590332","58.760929107666","","",
"Cabo Verde","CPV","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.0360336303711","65.9323120117188","71.4061965942383","87.0982131958008","95.7708740234375","98.2250137329102","115.46809387207","130.296951293945","130.286804199219","132.601486206055","148.232528686523","158.114593505859","173.97282409668","188.209106445313","188.210739135742","144.382888793945","149.276519775391","167.589614868164","","",
"Costa Rica","CRI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","251.09358215332","258.784820556641","280.276733398438","291.736297607422","294.690368652344","314.472381591797","365.585632324219","430.478240966797","519.345153808594","538.442626953125","665.251403808594","754.959106445313","790.193359375","831.655212402344","837.90869140625","891.260559082031","886.501342773438","869.077758789063","","",
"Caribbean small states","CSS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","253.696287328852","248.051905434149","269.120375965666","279.561484990624","322.965661273865","349.144417744613","387.370678858008","435.432802120448","474.699230324248","464.317515400365","488.760449444802","510.819479098544","532.605820763393","550.670385595767","556.66001381985","579.865909625832","567.215387259962","","","",
"Cuba","CUB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180.417098999023","197.746200561523","213.041793823242","226.773849487305","231.646530151367","330.866058349609","386.220336914063","568.609008789063","608.303588867188","674.108642578125","606.670715332031","692.562683105469","597.574584960938","705.151306152344","856.016906738281","974.969543457031","972.758544921875","987.627014160156","","",
"Curacao","CUW","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","750.516723632813","782.16162109375","890.482971191406","1145.05847167969","1286.97155761719","1366.01708984375","1474.02062988281","1694.27185058594","2155.24658203125","2105.47778320313","1959.28723144531","2153.42724609375","1943.19396972656","1919.60546875","1846.17736816406","1582.10888671875","1636.82104492188","1731.69445800781","","",
"Czech Republic","CZE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","342.921051025391","388.544036865234","497.742034912109","640.660400390625","746.328918457031","852.652465820313","942.118041992188","1110.17663574219","1449.33679199219","1442.24279785156","1373.93176269531","1516.55541992188","1387.40600585938","1554.50903320313","1512.92614746094","1284.04675292969","1321.62023925781","1475.91516113281","","",
"Germany","DEU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2334.65185546875","2341.0712890625","2551.56811523438","3138.26123046875","3443.54541015625","3547.22534179688","3684.42626953125","4166.7607421875","4635.93408203125","4643.0029296875","4597.24462890625","5021.630859375","4754.65576171875","5094.416015625","5290.72216796875","4617.49072265625","4734.18310546875","5033.4521484375","","",
"Djibouti","DJI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.9579849243164","31.0551376342773","40.2333335876465","46.1757125854492","40.3325347900391","40.9596252441406","47.2321701049805","50.2016830444336","53.5312423706055","54.7246589660645","55.4785118103027","67.8043670654297","71.1509475708008","66.5260620117188","72.0434341430664","81.7290954589844","75.1489334106445","70.3308944702148","","",
"Dominica","DMA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250.745529174805","260.807250976563","259.664184570313","261.767852783203","267.563903808594","269.753692626953","288.062866210938","318.696899414063","352.494842529297","385.17333984375","384.918304443359","372.734741210938","393.109344482422","371.908721923828","396.345275878906","395.864410400391","411.9638671875","439.594451904297","","",
"Denmark","DNK","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2496.04711914063","2602.64282226563","2895.80737304688","3607.04296875","4194.87353515625","4442.75537109375","4778.8916015625","5468.37939453125","6137.7763671875","6221.68896484375","6011.53662109375","6281.00439453125","6003.83203125","6236.55419921875","6380.7841796875","5469.333984375","5565.59375","5800.1513671875","","",
"Dominican Republic","DOM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138.644592285156","143.70703125","153.211242675781","104.748558044434","105.144035339355","168.629196166992","161.427307128906","194.623657226563","235.959243774414","251.344497680664","303.604461669922","327.855499267578","351.674682617188","351.419555664063","371.285308837891","391.002655029297","414.297088623047","433.208587646484","","",
"Algeria","DZA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.3028907775879","66.5047302246094","66.1726684570313","75.4176025390625","92.1150588989258","100.294158935547","116.241233825684","150.379806518555","206.113052368164","207.34602355957","228.399520874023","286.152008056641","333.936645507813","330.2236328125","357.898590087891","290.503601074219","260.422393798828","258.494293212891","","",
"East Asia & Pacific (excluding high income)","EAP","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.1030294339719","39.2007165737934","43.7614532812692","50.0177360092595","56.2590371713426","64.595478150986","74.1789370887174","88.7939893111066","116.127319082815","138.025394903132","160.44320159571","199.548768525898","233.193181386726","264.980743681215","289.200492049536","308.263372748171","313.644245499255","","","",
"Early-demographic dividend","EAR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.1508327185094","66.3136337361701","60.2206673253779","66.7854565582881","75.4210541419826","86.3991503173801","95.8944961750999","111.523128875959","122.716114541343","124.841340129885","143.39316859932","156.825138815923","162.619659894013","168.54149909858","172.57909861042","175.835460946297","157.547650650788","","","",
"East Asia & Pacific","EAS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","239.241900483068","222.899705539525","224.602492662218","252.122862924957","278.668136219107","292.520229081857","298.469846865544","322.661954034007","375.293468981721","420.504154546951","479.271075486807","587.812900416305","627.471838713607","605.388424020807","615.35486814654","601.866982693571","638.573905648442","","","",
"Europe & Central Asia (excluding high income)","ECA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.2232891058203","95.625377822711","114.384332496536","142.74768776908","181.952570661159","230.093033521642","280.540868957158","357.345102512311","443.531098782517","383.674764797304","417.159970856654","468.003559652882","502.861490058912","540.478275406669","502.499165865797","383.216058668065","371.159406634548","","","",
"Europe & Central Asia","ECS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","909.832589209109","941.723777863425","1058.4609436023","1318.36615906496","1527.62621076596","1629.86927117069","1744.5737635993","2006.80424608699","2246.12565491646","2155.85215060819","2143.82849641596","2325.09788766474","2230.13643755834","2380.92704044786","2425.09737812677","2099.42314619519","2092.60917875574","","","",
